NO_OF_FRAMES	2500
NO_OF_CAMERAS	7
NO_OF_MARKERS	3
FREQUENCY	250
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2012-02-07, 12:19:34	13236.02328977
DATA_INCLUDED	3D
MARKER_NAMES	cylinder_tip	cylinder_left	cylinder_right
-477.617	236.291	1159.358	-402.321	216.372	1215.400	-396.689	262.593	1108.351
-477.859	235.969	1159.186	-402.328	216.184	1215.435	-396.758	262.428	1108.351
-477.846	235.878	1159.213	-402.420	215.946	1215.412	-396.870	262.068	1108.169
-477.408	235.834	1158.843	-402.404	215.724	1215.515	-396.900	261.801	1108.379
-477.516	235.572	1158.855	-402.489	215.519	1215.478	-396.961	261.564	1108.256
-477.620	235.229	1158.613	-402.476	215.247	1215.436	-397.061	261.298	1108.220
-477.659	234.964	1158.565	-402.515	215.090	1215.327	-397.144	261.079	1108.124
-477.726	234.569	1158.469	-402.565	214.899	1215.231	-397.172	260.716	1107.961
-477.798	234.339	1158.348	-402.608	214.642	1215.259	-397.216	260.632	1107.966
-477.785	233.962	1158.303	-402.665	214.395	1215.206	-397.322	260.387	1107.955
-477.634	233.773	1158.121	-402.637	214.286	1215.291	-397.308	260.231	1107.934
-477.700	233.516	1158.077	-402.726	214.007	1215.244	-397.376	260.094	1107.932
-477.739	233.356	1157.915	-402.744	213.890	1215.290	-397.486	259.978	1107.935
-477.767	233.137	1157.881	-402.773	213.797	1215.310	-397.574	259.767	1107.886
-477.767	233.116	1158.049	-402.770	213.655	1215.335	-397.664	259.777	1108.019
-477.876	232.935	1158.099	-402.894	213.557	1215.342	-397.755	259.580	1107.988
-477.917	232.960	1158.124	-402.881	213.546	1215.383	-397.886	259.491	1108.070
-477.995	232.871	1158.186	-402.858	213.524	1215.478	-397.968	259.427	1108.070
-478.033	232.783	1158.308	-402.983	213.445	1215.528	-398.111	259.443	1108.138
-478.184	232.692	1158.379	-403.053	213.466	1215.618	-398.232	259.406	1108.163
-478.235	232.794	1158.588	-403.060	213.387	1215.709	-398.372	259.375	1108.373
-478.320	232.783	1158.690	-403.151	213.385	1215.777	-398.565	259.422	1108.512
-478.380	232.780	1158.833	-403.207	213.405	1215.822	-398.653	259.266	1108.454
-478.453	232.801	1159.018	-403.255	213.413	1215.894	-398.697	259.275	1108.492
-478.512	232.617	1158.948	-403.352	213.241	1215.960	-398.928	259.382	1108.696
-478.558	232.671	1159.063	-403.431	213.263	1215.995	-399.067	259.300	1108.704
-478.644	232.569	1159.133	-403.530	213.106	1216.031	-399.034	259.072	1108.661
-478.710	232.439	1159.149	-403.600	213.102	1216.102	-399.092	259.003	1108.616
-478.801	232.348	1159.201	-403.675	212.974	1216.093	-399.149	258.987	1108.680
-478.865	232.349	1159.254	-403.749	212.894	1216.163	-399.185	258.888	1108.654
-478.963	232.146	1159.141	-403.822	212.820	1216.189	-399.253	258.825	1108.678
-478.952	231.993	1159.186	-403.860	212.738	1216.091	-399.330	258.742	1108.639
-479.072	231.851	1159.228	-403.931	212.715	1216.174	-399.423	258.678	1108.624
-479.181	231.798	1159.181	-403.976	212.573	1216.230	-399.483	258.550	1108.634
-479.262	231.568	1159.170	-404.079	212.500	1216.154	-399.574	258.545	1108.646
-479.324	231.519	1159.205	-404.093	212.348	1216.137	-399.621	258.435	1108.628
-479.352	231.405	1159.180	-404.132	212.382	1216.193	-399.696	258.352	1108.579
-479.412	231.342	1159.097	-404.166	212.267	1216.201	-399.761	258.367	1108.644
-479.498	231.152	1159.013	-404.245	212.145	1216.120	-399.773	258.214	1108.592
-479.568	231.052	1158.992	-404.255	212.189	1216.120	-399.836	258.192	1108.550
-479.572	230.967	1158.928	-404.300	212.058	1216.069	-399.861	258.146	1108.586
-479.585	231.107	1158.945	-404.335	212.118	1216.084	-399.924	258.117	1108.587
-479.674	230.999	1158.959	-404.369	212.061	1216.114	-399.933	258.160	1108.548
-479.652	231.209	1158.922	-404.353	212.115	1216.088	-399.951	258.167	1108.542
-479.751	231.159	1158.945	-404.411	212.110	1216.057	-399.986	258.168	1108.575
-479.723	231.153	1158.953	-404.480	212.233	1216.140	-400.044	258.230	1108.542
-479.763	231.375	1159.112	-404.477	212.279	1216.124	-400.001	258.237	1108.564
-479.748	231.471	1159.063	-404.532	212.368	1216.186	-400.014	258.328	1108.571
-479.771	231.627	1159.101	-404.578	212.545	1216.151	-400.034	258.477	1108.650
-479.826	231.737	1159.276	-404.587	212.609	1216.233	-400.031	258.553	1108.588
-479.850	231.962	1159.323	-404.595	212.833	1216.267	-399.980	258.734	1108.675
-479.840	232.261	1159.450	-404.575	212.956	1216.330	-399.981	258.831	1108.685
-479.833	232.500	1159.527	-404.645	213.236	1216.418	-399.942	258.982	1108.767
-479.817	232.831	1159.781	-404.588	213.273	1216.360	-399.949	259.053	1108.756
-479.762	233.159	1159.883	-404.617	213.428	1216.544	-399.963	259.373	1108.820
-479.804	233.410	1160.035	-404.680	213.695	1216.532	-399.911	259.511	1108.896
-479.700	233.795	1160.116	-404.654	213.833	1216.619	-399.897	259.683	1108.954
-479.771	234.039	1160.194	-404.679	214.145	1216.697	-399.874	259.946	1108.992
-479.702	234.569	1160.361	-404.566	214.436	1216.800	-399.865	260.229	1109.151
-479.700	234.987	1160.579	-404.607	214.668	1216.855	-399.819	260.535	1109.298
-479.685	235.442	1160.752	-404.624	214.876	1216.843	-399.794	260.737	1109.332
-479.663	235.948	1160.940	-404.622	215.226	1216.872	-399.757	260.962	1109.425
-479.580	236.580	1160.996	-404.595	215.440	1216.930	-399.719	261.266	1109.509
-479.659	237.000	1161.136	-404.581	215.781	1217.006	-399.708	261.682	1109.707
-479.456	237.491	1161.229	-404.646	216.061	1217.065	-399.759	262.054	1109.759
-479.584	238.066	1161.315	-404.677	216.423	1217.119	-399.695	262.282	1109.841
-479.581	238.642	1161.358	-404.635	216.820	1217.120	-399.653	262.646	1109.838
-479.634	239.167	1161.386	-404.729	217.170	1217.139	-399.626	262.984	1109.851
-479.606	239.750	1161.416	-404.819	217.574	1217.152	-399.557	263.453	1109.915
-479.628	240.395	1161.429	-404.820	217.916	1217.163	-399.454	263.872	1109.896
-479.662	241.087	1161.367	-404.883	218.306	1217.094	-399.325	264.332	1109.923
