NO_OF_FRAMES	1250
NO_OF_CAMERAS	7
NO_OF_MARKERS	5
FREQUENCY	250
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2012-02-07, 11:29:32	10234.61748122
DATA_INCLUDED	3D
MARKER_NAMES	cylinder_tip	cylinder_left	cylinder_right	pointer_handle	pointer_tip
-406.422	387.485	1184.487	-323.241	432.127	1161.859	-334.988	332.812	1221.910	-219.517	481.346	1382.096	-249.962	391.785	1202.021
-406.344	387.501	1184.412	-323.356	432.216	1161.948	-334.926	332.676	1221.827	-219.501	481.361	1382.127	-250.046	391.960	1202.154
-406.343	387.595	1184.512	-323.311	432.286	1161.970	-334.951	332.638	1221.779	-219.554	481.381	1382.050	-250.136	391.975	1202.080
-406.456	388.580	1185.381	-323.226	432.360	1162.094	-334.866	332.876	1221.953	-219.650	481.366	1382.054	-250.116	392.028	1202.064
-406.531	388.439	1185.212	-323.250	432.362	1162.110	-334.842	332.913	1222.022	-219.614	481.530	1382.125	-250.106	392.022	1202.167
-406.542	388.498	1185.156	-323.228	432.338	1162.016	-334.868	332.886	1222.017	-219.624	481.551	1382.069	-250.127	391.987	1202.113
-406.559	388.524	1185.130	-323.265	432.344	1162.064	-334.882	332.988	1221.944	-219.568	481.507	1381.982	-250.116	392.090	1202.164
-406.563	388.721	1185.343	-323.225	432.542	1162.310	-334.867	333.120	1222.057	-219.604	481.489	1382.116	-250.110	392.081	1202.142
-406.494	388.742	1185.325	-323.286	432.571	1162.301	-334.864	333.069	1222.093	-219.608	481.551	1382.122	-250.139	392.012	1202.074
-406.495	388.802	1185.373	-323.268	432.611	1162.339	-334.927	333.172	1222.049	-219.651	481.516	1382.068	-250.160	391.965	1202.115
-406.508	388.897	1185.389	-323.231	432.660	1162.357	-334.899	333.231	1222.130	-219.607	481.626	1381.980	-250.158	392.042	1202.091
-406.564	388.886	1185.222	-323.327	432.761	1162.415	-334.953	333.101	1221.979	-219.582	481.706	1382.034	-250.145	392.016	1202.046
-406.504	388.882	1185.303	-323.270	432.662	1162.358	-334.887	333.147	1222.084	-219.649	481.672	1381.986	-250.174	391.998	1202.038
-406.586	388.909	1185.331	-323.295	432.629	1162.306	-334.887	333.186	1221.936	-219.628	481.684	1381.939	-250.230	391.967	1202.044
-406.578	388.916	1185.251	-323.295	432.677	1162.282	-334.896	333.172	1221.989	-219.621	481.755	1381.909	-250.147	392.037	1202.075
-406.544	388.960	1185.350	-323.286	432.606	1162.272	-334.953	333.164	1221.930	-219.674	481.770	1381.908	-250.170	392.001	1201.968
-406.594	388.919	1185.156	-323.292	432.752	1162.307	-334.944	333.198	1221.923	-219.629	481.706	1381.836	-250.174	392.017	1201.985
-406.573	389.001	1185.338	-323.302	432.697	1162.284	-335.019	333.242	1221.873	-219.629	481.783	1381.786	-250.227	392.045	1202.048
-406.622	388.894	1185.156	-323.352	432.799	1162.282	-335.030	333.268	1221.923	-219.644	481.888	1381.902	-250.231	392.029	1201.992
-406.603	388.824	1185.057	-323.357	432.671	1162.168	-335.000	333.396	1221.981	-219.640	481.848	1381.771	-250.265	392.063	1202.065
-406.621	388.968	1185.083	-323.341	432.692	1162.182	-334.967	333.236	1221.852	-219.719	481.902	1381.863	-250.207	392.008	1201.982
-406.651	388.949	1185.026	-323.359	432.806	1162.250	-334.997	333.303	1221.904	-219.676	481.904	1381.792	-250.271	392.085	1201.985
-406.664	388.967	1185.019	-323.244	432.586	1162.062	-334.990	333.326	1221.772	-219.674	481.928	1381.755	-250.192	392.054	1201.992
-406.678	388.995	1184.955	-323.338	432.802	1162.160	-335.061	333.360	1221.887	-219.788	481.984	1381.519	-250.261	392.067	1201.908
-406.689	388.975	1184.940	-323.330	432.750	1162.123	-335.061	333.322	1221.717	-219.764	481.949	1381.415	-250.262	392.060	1201.948
-406.641	389.057	1184.939	-323.309	432.584	1161.869	-335.133	333.464	1221.707	-219.791	481.969	1381.536	-250.318	392.074	1201.878
-406.702	388.979	1184.892	-323.185	432.580	1161.909	-335.079	333.411	1221.722	-219.904	482.017	1381.459	-250.118	391.883	1201.827
-406.698	388.943	1184.718	-323.408	432.823	1161.960	-335.072	333.409	1221.707	-219.799	481.990	1381.328	-250.313	392.084	1201.900
-406.616	388.980	1184.672	-323.346	432.659	1161.825	-335.134	333.551	1221.795	-219.867	482.064	1381.363	-250.321	392.118	1201.876
-406.671	389.042	1184.671	-323.352	432.627	1161.838	-335.144	333.484	1221.656	-219.845	482.044	1381.443	-250.291	391.839	1201.630
-406.716	389.083	1184.592	-323.434	432.710	1161.854	-335.165	333.593	1221.682	-219.902	482.107	1381.350	-250.242	391.826	1201.653
-406.593	389.032	1184.525	-323.376	432.693	1161.704	-335.137	333.481	1221.652	-219.934	482.129	1381.428	-250.348	392.090	1201.809
-406.675	389.216	1184.685	-323.280	432.742	1161.658	-335.154	333.441	1221.588	-219.951	482.153	1381.279	-250.284	391.963	1201.702
-406.723	389.103	1184.546	-323.385	432.624	1161.723	-335.162	333.567	1221.541	-220.032	482.106	1381.306	-250.286	391.841	1201.598
-406.648	389.043	1184.423	-323.337	432.674	1161.783	-335.174	333.571	1221.626	-220.018	482.183	1381.259	-250.397	392.204	1201.718
-406.609	389.131	1184.579	-323.379	432.729	1161.660	-335.195	333.541	1221.592	-220.050	482.181	1381.252	-250.406	392.125	1201.766
-406.700	389.143	1184.507	-323.250	432.699	1161.521	-335.169	333.584	1221.605	-220.036	482.181	1381.300	-250.469	392.187	1201.743
-406.690	389.067	1184.283	-323.373	432.669	1161.493	-335.190	333.693	1221.503	-220.045	482.184	1381.182	-250.330	391.927	1201.562
-406.662	389.021	1184.346	-323.371	432.632	1161.497	-335.196	333.681	1221.530	-220.074	482.182	1381.253	-250.429	392.137	1201.694
-406.673	389.023	1184.293	-323.387	432.753	1161.543	-335.232	333.739	1221.468	-220.106	482.211	1381.172	-250.419	392.235	1201.781
-406.727	389.156	1184.297	-323.358	432.713	1161.487	-335.290	333.644	1221.378	-220.150	482.340	1381.220	-250.392	392.066	1201.527
-406.731	389.164	1184.351	-323.344	432.708	1161.430	-335.203	333.709	1221.435	-220.041	482.279	1381.231	-250.311	391.896	1201.501
-406.706	389.060	1184.019	-323.374	432.752	1161.518	-335.209	333.600	1221.333	-220.087	482.278	1381.172	-250.288	391.710	1201.359
-406.712	389.189	1184.279	-323.328	432.766	1161.536	-335.195	333.691	1221.359	-220.138	482.282	1381.122	-250.300	391.791	1201.410
-406.745	389.216	1184.128	-323.376	432.786	1161.376	-335.245	333.693	1221.207	-220.107	482.338	1381.067	-250.416	392.111	1201.333
-406.758	389.315	1184.240	-323.361	432.826	1161.370	-335.271	333.786	1221.333	-220.117	482.407	1381.181	-250.426	392.156	1201.463
-406.753	389.209	1183.964	-323.361	432.804	1161.311	-335.236	333.781	1221.257	-220.103	482.370	1381.044	-250.381	391.914	1201.418
-406.740	389.159	1183.855	-323.350	432.802	1161.315	-335.249	333.826	1221.251	-220.100	482.422	1380.970	-250.303	391.915	1201.408
-406.736	389.242	1183.979	-323.384	432.849	1161.082	-335.291	333.750	1221.252	-220.118	482.438	1380.990	-250.383	392.118	1201.401
-406.731	389.276	1183.810	-323.366	432.887	1161.066	-335.327	333.870	1221.187	-220.141	482.475	1380.902	-250.409	392.126	1201.352
-406.790	389.269	1183.767	-323.348	432.795	1161.051	-335.247	333.786	1221.165	-220.133	482.500	1380.874	-250.360	391.986	1201.359
-406.722	389.319	1183.688	-323.277	432.898	1161.093	-335.257	333.806	1221.150	-220.086	482.560	1380.874	-250.440	392.128	1201.220
