# Created by Octave 3.2.4, Tue Mar 27 09:28:38 2012 CEST <kjartan@kjartan-uu-mint>
# name: shaftm
# type: matrix
# rows: 1937
# columns: 18
 0.151253 0.108783 0.6065069999999999 -0.424117 -0.09173000000000001 0.579635 -0.443133 -0.036873 0.576124 -1.533624 -0.360399 0.433338 -0.9454130000000001 -0.240636 0.529385 -0.96204 -0.179992 0.5269210000000001
 0.15708 0.112421 0.578597 -0.421561 -0.083388 0.5812609999999999 -0.439358 -0.027671 0.5710769999999999 -1.535618 -0.353832 0.478429 -0.94535 -0.229151 0.551133 -0.959996 -0.169148 0.5437949999999999
 0.16141 0.11709 0.548984 -0.41873 -0.07374299999999999 0.582318 -0.436452 -0.018471 0.566294 -1.535372 -0.346777 0.522683 -0.943461 -0.216929 0.573495 -0.957283 -0.158247 0.557102
 0.164501 0.122259 0.519083 -0.415278 -0.062337 0.582275 -0.433092 -0.009327 0.559009 -1.532958 -0.339488 0.565986 -0.941055 -0.203896 0.59463 -0.9522419999999999 -0.146651 0.574549
 0.165056 0.127483 0.487677 -0.411544 -0.050991 0.578237 -0.42992 -0.00024 0.550424 -1.528448 -0.332224 0.608225 -0.942995 -0.191251 0.611317 -0.947765 -0.13656 0.589351
 0.165917 0.133553 0.45785 -0.408133 -0.037096 0.574712 -0.426724 0.008265 0.540587 -1.521914 -0.325239 0.649288 -0.9383819999999999 -0.178386 0.6288590000000001 -0.9436530000000001 -0.127813 0.601917
 0.164824 0.140522 0.427617 -0.405422 -0.023801 0.5687300000000001 -0.425063 0.016621 0.529691 -1.513427 -0.318791 0.689063 -0.932239 -0.165233 0.6441180000000001 -0.939707 -0.12025 0.612659
 0.161513 0.147844 0.3973 -0.403087 -0.010578 0.562087 -0.424228 0.025047 0.518828 -1.503059 -0.313136 0.7274349999999999 -0.92314 -0.151302 0.660712 -0.935727 -0.113709 0.621987
 0.157514 0.158428 0.368297 -0.400841 0.003702 0.555188 -0.423585 0.033764 0.509686 -1.490883 -0.308532 0.764293 -0.9133579999999999 -0.139163 0.6760170000000001 -0.9315140000000001 -0.108031 0.630312
 0.152995 0.17076 0.340281 -0.399331 0.017266 0.548184 -0.423517 0.04249799999999999 0.5001680000000001 -1.476971 -0.305233 0.799523 -0.905494 -0.128156 0.688288 -0.926868 -0.103053 0.638045
 0.147234 0.183239 0.311563 -0.39755 0.030917 0.5398630000000001 -0.423231 0.05195 0.49086 -1.461393 -0.303498 0.833013 -0.897196 -0.119601 0.699825 -0.92159 -0.098616 0.645598
 0.138782 0.197655 0.281718 -0.396571 0.043395 0.530313 -0.424028 0.061307 0.480763 -1.444222 -0.303581 0.86465 -0.887774 -0.110979 0.709515 -0.915481 -0.094558 0.653379
 0.127795 0.213441 0.250446 -0.396712 0.05589 0.520655 -0.425715 0.070497 0.470976 -1.425164 -0.30473 0.898222 -0.878212 -0.104413 0.719349 -0.908341 -0.09071899999999999 0.661802
 0.111896 0.229775 0.21761 -0.397646 0.068136 0.509971 -0.42869 0.080258 0.460334 -1.403372 -0.307944 0.931339 -0.8682110000000001 -0.098547 0.72875 -0.89997 -0.086937 0.671275
 0.095536 0.247656 0.184663 -0.399352 0.08075700000000001 0.498069 -0.432355 0.090362 0.4499 -1.379124 -0.312256 0.962542 -0.8574109999999999 -0.09288500000000001 0.73691 -0.890171 -0.083052 0.682211
 0.077602 0.268076 0.153871 -0.402191 0.093544 0.48629 -0.436959 0.100059 0.43802 -1.351837 -0.318887 0.994377 -0.845183 -0.08780400000000001 0.744743 -0.880257 -0.08145999999999999 0.690824
 0.057264 0.287343 0.121091 -0.405303 0.10617 0.473825 -0.441867 0.110654 0.42745 -1.322197 -0.326425 1.024784 -0.8330270000000001 -0.08444700000000001 0.752071 -0.8677670000000001 -0.078457 0.699662
 0.035496 0.310266 0.09289600000000001 -0.409238 0.118951 0.462395 -0.449238 0.117959 0.413153 -1.289931 -0.336091 1.052516 -0.8193769999999999 -0.08136 0.758066 -0.856438 -0.08004 0.709625
 0.009499 0.330922 0.05940699999999999 -0.413692 0.131099 0.450693 -0.454124 0.128415 0.402742 -1.254796 -0.346929 1.077661 -0.804826 -0.078723 0.7630929999999999 -0.8431230000000001 -0.078844 0.71633
 -0.018205 0.356782 0.029569 -0.418346 0.143905 0.438237 -0.460115 0.14069 0.393636 -1.217108 -0.358031 1.10129 -0.788972 -0.07801699999999999 0.768073 -0.82884 -0.08258499999999999 0.723629
 -0.049644 0.383129 -0.000221 -0.423984 0.156929 0.426474 -0.467366 0.153143 0.383436 -1.176501 -0.370343 1.124417 -0.772014 -0.077212 0.77228 -0.813747 -0.082908 0.729343
 -0.08366899999999999 0.408592 -0.027877 -0.4305 0.170007 0.413965 -0.476111 0.164827 0.373379 -1.131992 -0.384297 1.144171 -0.754112 -0.074891 0.774649 -0.7973150000000001 -0.08437799999999999 0.73366
 -0.116444 0.430065 -0.055408 -0.438069 0.182085 0.401015 -0.485283 0.17653 0.364164 -1.083173 -0.398575 1.161548 -0.7353339999999999 -0.07510299999999999 0.7761520000000001 -0.779347 -0.084356 0.7359049999999999
 -0.148531 0.449475 -0.08197199999999999 -0.446089 0.193266 0.387685 -0.494093 0.184418 0.352243 -1.031134 -0.411156 1.176003 -0.715668 -0.074402 0.775738 -0.761158 -0.08965099999999999 0.7371230000000001
 -0.18065 0.467 -0.106937 -0.454065 0.204468 0.373786 -0.503345 0.19354 0.340365 -0.978587 -0.420432 1.188084 -0.696142 -0.074272 0.773638 -0.743165 -0.092753 0.736789
 -0.210868 0.484015 -0.130227 -0.462228 0.214452 0.359887 -0.5123479999999999 0.202658 0.328588 -0.927549 -0.425968 1.196578 -0.676199 -0.071654 0.7692490000000001 -0.7254120000000001 -0.093808 0.73509
 -0.240545 0.499462 -0.152559 -0.469877 0.225366 0.34719 -0.5201870000000001 0.211919 0.317616 -0.879051 -0.425839 1.201575 -0.657535 -0.06707399999999999 0.763633 -0.707945 -0.092962 0.732213
 -0.270245 0.514248 -0.17087 -0.475826 0.236727 0.334691 -0.527051 0.221748 0.305764 -0.833707 -0.425865 1.203744 -0.642361 -0.058215 0.7585839999999999 -0.690808 -0.09036100000000001 0.7283440000000001
 -0.298279 0.528663 -0.188371 -0.481259 0.248172 0.322853 -0.5323260000000001 0.232926 0.296824 -0.791034 -0.423031 1.202933 -0.626111 -0.049583 0.752457 -0.674045 -0.08615099999999999 0.723672
 -0.327112 0.542894 -0.206086 -0.486345 0.259066 0.312111 -0.538453 0.240614 0.286289 -0.746746 -0.418337 1.203424 -0.609735 -0.041009 0.7460059999999999 -0.6577000000000001 -0.08047899999999999 0.7183809999999999
 -0.356814 0.555686 -0.220523 -0.49112 0.267755 0.300562 -0.5443640000000001 0.250646 0.277846 -0.706295 -0.411847 1.201922 -0.5918819999999999 -0.033775 0.739949 -0.641818 -0.073489 0.71266
 -0.385556 0.569115 -0.23486 -0.496403 0.27737 0.29083 -0.5501889999999999 0.25857 0.268773 -0.668405 -0.403969 1.199956 -0.576589 -0.024627 0.732942 -0.626444 -0.065329 0.7066939999999999
 -0.412418 0.580759 -0.246317 -0.505201 0.29023 0.282116 -0.5556989999999999 0.267847 0.261996 -0.6319600000000001 -0.396799 1.195904 -0.563589 -0.014551 0.72653 -0.611621 -0.056145 0.700671
