NO_OF_FRAMES	12393
NO_OF_CAMERAS	9
NO_OF_MARKERS	10
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2012-05-15, 11:47:08	10982.55566463
DATA_INCLUDED	3D
MARKER_NAMES	paddel-L	paddel-R	front-R	back-R	lateral-R	front-L	back-L	lateral-L	clap1	clap2
661.833	980.688	-5.682	639.260	-776.147	-1.779	669.964	-217.428	70.598	568.071	-220.454	-19.607	621.196	-119.872	26.934	722.760	423.711	26.683	586.283	426.203	31.785	651.288	325.286	30.456	0.000	0.000	0.000	0.000	0.000	0.000
661.870	980.662	-5.594	639.248	-776.115	-1.629	670.001	-217.388	70.636	568.032	-220.088	-19.587	621.356	-119.715	27.080	722.736	423.661	26.591	586.304	426.177	31.796	651.212	325.342	30.414	0.000	0.000	0.000	0.000	0.000	0.000
661.748	980.684	-5.701	639.321	-776.131	-1.603	669.990	-217.350	70.609	568.069	-220.223	-19.555	621.134	-119.659	26.972	722.679	423.584	26.517	586.382	426.173	31.803	651.087	325.361	30.374	0.000	0.000	0.000	0.000	0.000	0.000
661.852	980.672	-5.757	639.241	-776.137	-1.596	669.969	-217.368	70.631	568.468	-219.775	-19.518	621.317	-119.679	26.968	722.724	423.682	26.738	586.256	426.180	31.739	651.110	325.283	30.407	0.000	0.000	0.000	0.000	0.000	0.000
661.797	980.638	-5.806	639.224	-776.141	-1.619	670.020	-217.418	70.511	568.160	-220.307	-19.400	621.321	-119.748	26.996	722.727	423.586	26.561	586.310	426.234	31.731	651.035	325.370	30.416	0.000	0.000	0.000	0.000	0.000	0.000
661.849	980.630	-5.756	639.192	-776.123	-1.533	669.975	-217.416	70.560	568.267	-219.631	-19.730	621.152	-119.884	26.941	722.707	423.709	26.641	586.292	426.167	31.765	651.067	325.385	30.415	0.000	0.000	0.000	0.000	0.000	0.000
661.866	980.723	-5.738	639.230	-776.106	-1.588	669.871	-217.434	70.541	568.338	-219.707	-19.546	621.161	-119.760	27.023	722.730	423.633	26.667	586.249	426.338	31.737	651.138	325.341	30.354	0.000	0.000	0.000	0.000	0.000	0.000
661.804	980.717	-5.804	639.177	-776.142	-1.606	669.939	-217.439	70.551	568.169	-219.754	-19.648	621.334	-119.789	26.946	722.677	423.589	26.523	586.274	426.127	31.756	651.013	325.422	30.373	0.000	0.000	0.000	0.000	0.000	0.000
661.926	980.647	-5.771	639.116	-776.089	-1.507	669.959	-217.386	70.655	568.222	-219.882	-19.561	621.282	-119.808	27.020	722.642	423.672	26.620	586.230	426.189	31.759	651.112	325.324	30.447	0.000	0.000	0.000	0.000	0.000	0.000
661.846	980.674	-5.805	639.193	-776.139	-1.577	669.999	-217.353	70.598	568.036	-220.244	-19.603	621.296	-119.769	26.966	722.732	423.714	26.672	586.264	426.194	31.821	651.079	325.369	30.467	0.000	0.000	0.000	0.000	0.000	0.000
661.933	980.636	-5.700	639.287	-776.179	-1.554	669.925	-217.412	70.620	568.093	-220.210	-19.640	621.276	-119.822	26.952	722.733	423.730	26.657	586.303	426.168	31.806	651.087	325.348	30.388	0.000	0.000	0.000	0.000	0.000	0.000
661.904	980.695	-5.741	639.222	-776.131	-1.527	669.932	-217.357	70.662	568.192	-219.562	-19.714	621.118	-119.698	27.049	722.721	423.730	26.717	586.291	426.209	31.814	651.148	325.314	30.429	0.000	0.000	0.000	0.000	0.000	0.000
661.875	980.722	-5.748	639.177	-776.118	-1.581	669.942	-217.438	70.607	568.166	-219.668	-19.705	621.328	-119.749	26.958	722.640	423.521	26.498	586.263	426.143	31.756	651.048	325.381	30.414	0.000	0.000	0.000	0.000	0.000	0.000
661.906	980.626	-5.751	639.186	-776.118	-1.513	669.928	-217.381	70.660	568.171	-219.522	-19.777	621.142	-119.659	26.957	722.773	423.697	26.735	586.258	426.172	31.797	651.043	325.341	30.438	0.000	0.000	0.000	0.000	0.000	0.000
661.808	980.668	-5.738	639.145	-776.079	-1.485	669.892	-217.340	70.557	568.010	-220.134	-19.633	621.200	-119.743	27.116	722.734	423.780	26.645	586.305	426.188	31.804	651.055	325.372	30.376	0.000	0.000	0.000	0.000	0.000	0.000
661.899	980.666	-5.729	639.094	-776.094	-1.521	669.909	-217.397	70.575	568.287	-219.717	-19.659	621.321	-119.722	26.962	722.733	423.701	26.675	586.277	426.119	31.731	651.045	325.425	30.378	0.000	0.000	0.000	0.000	0.000	0.000
661.834	980.719	-5.676	639.164	-776.130	-1.539	669.920	-217.334	70.568	568.459	-219.733	-19.427	621.397	-119.685	26.993	722.627	423.644	26.620	586.310	426.241	31.732	651.097	325.377	30.430	0.000	0.000	0.000	0.000	0.000	0.000
661.891	980.672	-5.797	639.257	-776.125	-1.649	669.835	-217.318	70.675	568.190	-219.771	-19.635	621.400	-119.737	26.981	722.619	423.666	26.604	586.298	426.149	31.748	650.969	325.398	30.407	0.000	0.000	0.000	0.000	0.000	0.000
661.891	980.654	-5.655	639.197	-776.082	-1.591	669.904	-217.356	70.664	568.235	-220.195	-19.470	621.339	-119.752	26.939	722.730	423.720	26.654	586.282	426.196	31.816	651.000	325.373	30.475	0.000	0.000	0.000	0.000	0.000	0.000
661.798	980.730	-5.694	639.284	-776.105	-1.617	669.972	-217.309	70.556	568.200	-219.655	-19.703	621.271	-119.749	26.930	722.592	423.589	26.538	586.301	426.229	31.788	651.023	325.377	30.420	0.000	0.000	0.000	0.000	0.000	0.000
661.851	980.644	-5.733	639.281	-776.152	-1.762	669.929	-217.382	70.681	568.381	-219.863	-19.550	621.335	-119.776	26.983	722.620	423.588	26.500	586.248	426.162	31.778	651.026	325.444	30.432	0.000	0.000	0.000	0.000	0.000	0.000
661.842	980.705	-5.680	639.214	-776.102	-1.611	669.970	-217.361	70.558	568.249	-219.623	-19.754	621.313	-119.710	26.842	722.655	423.788	26.610	586.257	426.182	31.798	651.064	325.373	30.411	0.000	0.000	0.000	0.000	0.000	0.000
661.892	980.651	-5.706	639.246	-776.208	-1.583	669.919	-217.352	70.611	568.239	-220.405	-19.378	621.246	-119.797	26.996	722.656	423.726	26.597	586.233	426.198	31.768	651.051	325.413	30.396	0.000	0.000	0.000	0.000	0.000	0.000
661.799	980.662	-5.729	639.261	-776.088	-1.582	669.983	-217.443	70.633	568.350	-219.661	-19.697	621.165	-119.837	26.982	722.725	423.682	26.678	586.249	426.198	31.789	651.055	325.429	30.459	0.000	0.000	0.000	0.000	0.000	0.000
661.871	980.685	-5.686	639.214	-776.125	-1.574	669.931	-217.393	70.666	568.278	-219.571	-19.762	621.307	-119.774	27.016	722.627	423.643	26.634	586.280	426.198	31.838	651.010	325.400	30.442	0.000	0.000	0.000	0.000	0.000	0.000
661.901	980.651	-5.774	639.264	-776.091	-1.613	670.011	-217.471	70.499	568.200	-220.295	-19.505	621.267	-119.796	26.994	722.643	423.654	26.607	586.246	426.181	31.820	651.007	325.427	30.415	0.000	0.000	0.000	0.000	0.000	0.000
661.852	980.726	-5.668	639.231	-776.178	-1.610	669.936	-217.356	70.504	568.410	-219.587	-19.626	621.184	-119.705	26.796	722.670	423.701	26.777	586.281	426.236	31.762	650.996	325.381	30.422	0.000	0.000	0.000	0.000	0.000	0.000
661.931	980.652	-5.802	639.172	-776.130	-1.620	669.953	-217.373	70.610	568.304	-219.619	-19.594	621.370	-119.801	27.001	722.636	423.538	26.549	586.250	426.215	31.847	651.048	325.427	30.413	0.000	0.000	0.000	0.000	0.000	0.000
661.836	980.728	-5.633	639.293	-776.135	-1.620	669.966	-217.360	70.508	567.966	-220.288	-19.623	621.426	-119.658	26.982	722.725	423.753	26.707	586.215	426.235	31.754	651.124	325.351	30.528	0.000	0.000	0.000	0.000	0.000	0.000
661.758	980.701	-5.741	639.253	-776.130	-1.676	669.973	-217.312	70.647	568.430	-219.824	-19.521	621.383	-119.726	26.973	722.615	423.784	26.675	586.326	426.158	31.855	651.017	325.425	30.412	0.000	0.000	0.000	0.000	0.000	0.000
661.842	980.687	-5.758	639.299	-776.145	-1.647	669.967	-217.309	70.640	568.045	-220.318	-19.666	621.248	-119.709	26.996	722.743	423.678	26.607	586.225	426.133	31.808	651.028	325.414	30.398	0.000	0.000	0.000	0.000	0.000	0.000
661.829	980.722	-5.533	639.308	-776.119	-1.608	669.972	-217.345	70.555	568.175	-220.217	-19.632	621.138	-119.699	27.002	722.688	423.698	26.652	586.259	426.205	31.882	651.039	325.392	30.429	0.000	0.000	0.000	0.000	0.000	0.000
661.839	980.696	-5.579	639.278	-776.162	-1.572	669.964	-217.363	70.589	568.018	-220.283	-19.627	621.284	-119.725	26.984	722.709	423.721	26.752	586.296	426.174	31.797	651.041	325.415	30.352	0.000	0.000	0.000	0.000	0.000	0.000
661.801	980.756	-5.730	639.360	-776.145	-1.743	669.938	-217.437	70.539	568.044	-220.334	-19.628	621.293	-119.728	26.908	722.728	423.656	26.666	586.256	426.142	31.825	651.051	325.424	30.533	0.000	0.000	0.000	0.000	0.000	0.000
661.903	980.725	-5.540	639.252	-776.153	-1.664	669.961	-217.364	70.621	568.191	-219.679	-19.755	621.244	-119.716	26.929	722.657	423.779	26.704	586.222	426.223	31.809	651.052	325.435	30.461	0.000	0.000	0.000	0.000	0.000	0.000
661.825	980.676	-5.788	639.260	-776.112	-1.721	669.979	-217.377	70.543	568.122	-220.002	-19.510	621.338	-119.776	27.003	722.775	423.774	26.729	586.203	426.203	31.817	651.120	325.390	30.465	0.000	0.000	0.000	0.000	0.000	0.000
661.778	980.679	-5.746	639.241	-776.087	-1.606	669.980	-217.379	70.586	568.338	-219.730	-19.610	621.360	-119.811	26.981	722.679	423.740	26.712	586.234	426.178	31.826	651.096	325.408	30.443	0.000	0.000	0.000	0.000	0.000	0.000
661.858	980.660	-5.563	639.293	-776.147	-1.750	669.957	-217.364	70.610	568.234	-219.437	-19.569	621.433	-119.681	27.065	722.677	423.674	26.732	586.247	426.174	31.831	650.986	325.422	30.419	0.000	0.000	0.000	0.000	0.000	0.000
661.858	980.669	-5.795	639.288	-776.207	-1.604	669.918	-217.453	70.531	568.255	-220.410	-19.413	621.251	-119.813	26.877	722.734	423.697	26.712	586.236	426.201	31.810	651.069	325.434	30.418	0.000	0.000	0.000	0.000	0.000	0.000
661.804	980.749	-5.680	639.226	-776.163	-1.726	669.903	-217.321	70.526	568.434	-219.699	-19.558	621.375	-119.802	26.988	722.702	423.658	26.587	586.174	426.243	31.786	651.009	325.428	30.367	0.000	0.000	0.000	0.000	0.000	0.000
661.889	980.695	-5.624	639.324	-776.114	-1.645	669.966	-217.354	70.664	568.127	-219.720	-19.883	621.389	-119.722	27.058	722.674	423.761	26.576	586.276	426.001	31.730	651.046	325.457	30.462	0.000	0.000	0.000	0.000	0.000	0.000
661.859	980.721	-5.696	639.278	-776.164	-1.585	669.925	-217.359	70.516	568.252	-219.593	-19.658	621.365	-119.779	26.864	722.691	423.744	26.716	586.253	426.185	31.833	651.090	325.440	30.419	0.000	0.000	0.000	0.000	0.000	0.000
661.836	980.733	-5.654	639.321	-776.187	-1.614	669.908	-217.341	70.652	568.026	-220.199	-19.578	621.323	-119.712	26.856	722.746	423.704	26.719	586.242	426.213	31.812	651.354	325.327	30.392	0.000	0.000	0.000	0.000	0.000	0.000
661.861	980.722	-5.708	639.183	-776.128	-1.616	669.886	-217.365	70.546	568.176	-219.730	-19.674	621.258	-119.771	26.866	722.741	423.729	26.708	586.285	426.130	31.793	651.260	325.346	30.540	0.000	0.000	0.000	0.000	0.000	0.000
661.741	980.742	-5.681	639.184	-776.094	-1.483	669.961	-217.301	70.652	568.233	-219.543	-19.659	621.336	-119.769	26.947	722.683	423.713	26.639	586.276	426.253	31.763	651.357	325.307	30.419	0.000	0.000	0.000	0.000	0.000	0.000
661.814	980.676	-5.749	639.148	-776.145	-1.527	669.888	-217.401	70.580	568.282	-219.562	-19.536	621.153	-119.752	26.815	722.703	423.701	26.620	586.239	426.191	31.826	651.403	325.350	30.445	0.000	0.000	0.000	0.000	0.000	0.000
661.877	980.732	-5.831	639.258	-776.154	-1.593	669.867	-217.352	70.518	568.383	-219.705	-19.529	621.336	-119.764	26.975	722.640	423.572	26.553	586.282	426.174	31.791	651.335	325.307	30.458	0.000	0.000	0.000	0.000	0.000	0.000
661.857	980.712	-5.714	639.138	-776.059	-1.451	669.862	-217.323	70.575	568.286	-219.541	-19.690	621.305	-119.780	26.980	722.633	423.717	26.580	586.298	426.117	31.837	651.332	325.366	30.483	0.000	0.000	0.000	0.000	0.000	0.000
661.735	980.648	-5.796	639.174	-776.109	-1.533	669.905	-217.371	70.660	568.427	-219.857	-19.559	621.356	-119.770	26.975	722.703	423.706	26.570	586.278	426.198	31.764	651.293	325.340	30.510	0.000	0.000	0.000	0.000	0.000	0.000
661.874	980.696	-5.808	639.225	-776.083	-1.457	669.978	-217.325	70.527	568.172	-220.240	-19.440	621.283	-119.756	26.948	722.644	423.667	26.668	586.219	426.192	31.809	651.541	325.265	30.447	0.000	0.000	0.000	0.000	0.000	0.000
661.813	980.753	-5.736	639.298	-776.152	-1.522	669.960	-217.404	70.608	568.192	-219.814	-19.838	621.248	-119.756	26.955	722.712	423.743	26.689	586.225	426.217	31.759	651.476	325.305	30.482	0.000	0.000	0.000	0.000	0.000	0.000
661.893	980.729	-5.738	639.308	-776.066	-1.593	669.936	-217.364	70.670	568.294	-219.788	-19.549	621.245	-119.850	26.977	722.704	423.611	26.617	586.271	426.287	31.780	651.492	325.342	30.480	0.000	0.000	0.000	0.000	0.000	0.000
661.878	980.685	-5.782	639.152	-776.064	-1.468	669.960	-217.390	70.617	568.008	-220.297	-19.676	621.208	-119.727	26.929	722.633	423.671	26.621	586.299	426.153	31.743	651.201	325.402	30.500	0.000	0.000	0.000	0.000	0.000	0.000
661.908	980.721	-5.768	639.267	-776.125	-1.585	669.963	-217.345	70.628	568.280	-219.710	-19.743	621.306	-119.741	27.018	722.688	423.733	26.702	586.242	426.177	31.771	651.283	325.434	30.443	0.000	0.000	0.000	0.000	0.000	0.000
661.815	980.706	-5.767	639.281	-776.097	-1.649	669.994	-217.358	70.617	568.266	-219.625	-19.610	621.246	-119.795	26.740	722.630	423.656	26.608	586.202	426.240	31.848	651.213	325.425	30.535	0.000	0.000	0.000	0.000	0.000	0.000
661.882	980.719	-5.757	639.219	-776.110	-1.596	669.895	-217.328	70.647	568.331	-219.537	-19.772	621.233	-119.734	26.975	722.669	423.698	26.727	586.248	426.217	31.781	651.384	325.346	30.582	0.000	0.000	0.000	0.000	0.000	0.000
661.881	980.646	-5.725	639.257	-776.136	-1.633	669.863	-217.376	70.593	568.410	-219.566	-19.620	621.329	-119.739	26.991	722.683	423.584	26.638	586.242	426.228	31.754	651.265	325.419	30.528	0.000	0.000	0.000	0.000	0.000	0.000
661.893	980.636	-5.784	639.231	-776.116	-1.595	669.918	-217.336	70.573	568.501	-219.688	-19.521	621.371	-119.747	27.012	722.740	423.717	26.677	586.246	426.159	31.826	651.277	325.450	30.548	0.000	0.000	0.000	0.000	0.000	0.000
661.951	980.775	-5.649	639.280	-776.163	-1.725	669.908	-217.326	70.535	568.394	-219.688	-19.650	621.289	-119.819	26.899	722.614	423.626	26.610	586.223	426.227	31.791	651.282	325.443	30.637	0.000	0.000	0.000	0.000	0.000	0.000
661.934	980.693	-5.635	639.315	-776.097	-1.745	669.951	-217.349	70.566	568.280	-219.427	-19.550	621.366	-119.787	26.822	722.626	423.622	26.660	586.286	426.045	31.758	651.386	325.424	30.628	0.000	0.000	0.000	0.000	0.000	0.000
661.854	980.639	-5.734	639.178	-776.138	-1.640	670.014	-217.369	70.598	568.056	-220.070	-19.507	621.302	-119.757	26.908	722.579	423.681	26.616	586.219	426.258	31.897	651.492	325.407	30.711	0.000	0.000	0.000	0.000	0.000	0.000
661.861	980.703	-5.602	639.263	-776.118	-1.700	669.938	-217.361	70.569	568.049	-220.201	-19.663	621.332	-119.793	26.945	722.667	423.673	26.699	586.289	426.123	31.831	651.392	325.398	30.579	0.000	0.000	0.000	0.000	0.000	0.000
661.801	980.729	-5.695	639.344	-776.157	-1.763	669.957	-217.386	70.499	568.217	-219.421	-19.546	621.298	-119.784	26.990	722.722	423.719	26.672	586.294	426.068	31.856	651.356	325.421	30.636	0.000	0.000	0.000	0.000	0.000	0.000
661.835	980.714	-5.574	639.264	-776.170	-1.617	669.969	-217.365	70.626	568.401	-219.677	-19.667	621.437	-119.782	26.881	722.740	423.779	26.696	586.229	426.235	31.804	651.334	325.447	30.640	0.000	0.000	0.000	0.000	0.000	0.000
661.866	980.650	-5.664	639.232	-776.193	-1.686	669.844	-217.381	70.504	568.192	-219.437	-19.540	621.278	-119.717	26.900	722.631	423.735	26.740	586.254	426.196	31.843	651.402	325.435	30.734	0.000	0.000	0.000	0.000	0.000	0.000
661.913	980.734	-5.687	639.315	-776.099	-1.757	669.873	-217.365	70.567	568.483	-219.679	-19.643	621.317	-119.713	27.042	722.721	423.755	26.802	586.260	426.151	31.896	651.463	325.517	30.697	0.000	0.000	0.000	0.000	0.000	0.000
661.944	980.712	-5.526	639.324	-776.148	-1.753	670.005	-217.408	70.608	568.438	-219.734	-19.539	621.307	-119.816	26.918	722.701	423.670	26.678	586.249	426.169	31.796	651.489	325.475	30.743	0.000	0.000	0.000	0.000	0.000	0.000
661.786	980.706	-5.645	639.250	-776.135	-1.727	669.932	-217.292	70.618	568.227	-220.276	-19.400	621.406	-119.778	26.913	722.633	423.647	26.698	586.264	426.178	31.865	651.464	325.419	30.671	0.000	0.000	0.000	0.000	0.000	0.000
661.867	980.692	-5.681	639.244	-776.154	-1.649	669.940	-217.421	70.510	568.305	-220.364	-19.429	621.355	-119.754	26.951	722.678	423.748	26.748	586.241	426.196	31.890	651.402	325.471	30.725	0.000	0.000	0.000	0.000	0.000	0.000
661.825	980.715	-5.596	639.311	-776.156	-1.732	669.955	-217.378	70.591	568.052	-220.013	-19.639	621.411	-119.756	26.941	722.678	423.668	26.675	586.240	426.206	31.800	651.484	325.459	30.731	0.000	0.000	0.000	0.000	0.000	0.000
661.921	980.631	-5.645	639.230	-776.148	-1.617	669.965	-217.342	70.515	568.261	-219.350	-19.609	621.419	-119.659	26.918	722.597	423.720	26.705	586.253	426.173	31.811	651.563	325.419	30.669	0.000	0.000	0.000	0.000	0.000	0.000
661.892	980.655	-5.626	639.327	-776.174	-1.830	669.928	-217.400	70.431	568.322	-219.583	-19.575	621.314	-119.829	26.937	722.675	423.643	26.666	586.213	426.159	31.855	651.315	325.494	30.608	0.000	0.000	0.000	0.000	0.000	0.000
661.858	980.703	-5.670	639.185	-776.169	-1.647	669.920	-217.372	70.495	568.437	-219.704	-19.555	621.366	-119.746	26.986	722.677	423.740	26.773	586.249	426.140	31.869	651.415	325.445	30.664	0.000	0.000	0.000	0.000	0.000	0.000
661.802	980.649	-5.598	639.273	-776.168	-1.835	669.920	-217.404	70.547	568.127	-220.061	-19.428	621.384	-119.764	26.812	722.692	423.723	26.648	586.198	426.196	31.895	651.291	325.434	30.510	0.000	0.000	0.000	0.000	0.000	0.000
661.765	980.656	-5.713	639.259	-776.192	-1.785	669.961	-217.320	70.518	568.290	-219.579	-19.634	621.405	-119.701	26.956	722.694	423.710	26.709	586.259	426.009	31.746	651.229	325.468	30.577	0.000	0.000	0.000	0.000	0.000	0.000
661.802	980.737	-5.627	639.235	-776.099	-1.694	669.927	-217.333	70.507	568.229	-220.274	-19.404	621.477	-119.701	26.868	722.590	423.546	26.590	586.178	426.175	31.813	651.318	325.406	30.550	0.000	0.000	0.000	0.000	0.000	0.000
661.755	980.684	-5.736	639.289	-776.245	-1.759	669.960	-217.390	70.554	568.336	-219.531	-19.528	621.361	-119.765	26.945	722.689	423.770	26.678	586.248	426.204	31.809	651.332	325.428	30.588	0.000	0.000	0.000	0.000	0.000	0.000
661.869	980.726	-5.569	639.206	-776.126	-1.676	669.939	-217.344	70.513	568.054	-220.088	-19.373	621.414	-119.760	26.925	722.663	423.688	26.682	586.250	426.189	31.818	651.324	325.388	30.584	0.000	0.000	0.000	0.000	0.000	0.000
661.891	980.720	-5.681	639.176	-776.094	-1.615	669.961	-217.359	70.580	568.351	-219.678	-19.623	621.327	-119.749	27.047	722.662	423.620	26.530	586.263	426.169	31.829	651.260	325.464	30.529	0.000	0.000	0.000	0.000	0.000	0.000
661.788	980.641	-5.747	639.230	-776.130	-1.657	669.937	-217.333	70.486	568.243	-219.523	-19.486	621.272	-119.819	26.859	722.646	423.695	26.733	586.289	426.183	31.857	651.348	325.375	30.594	0.000	0.000	0.000	0.000	0.000	0.000
661.808	980.691	-5.655	639.280	-776.175	-1.734	669.945	-217.313	70.536	568.185	-220.168	-19.446	621.360	-119.714	26.929	722.742	423.730	26.740	586.214	426.169	31.844	651.291	325.388	30.653	0.000	0.000	0.000	0.000	0.000	0.000
661.892	980.677	-5.673	639.220	-776.226	-1.694	669.935	-217.451	70.517	568.263	-219.439	-19.551	621.369	-119.867	26.894	722.700	423.713	26.780	586.263	426.201	31.823	651.298	325.447	30.566	0.000	0.000	0.000	0.000	0.000	0.000
661.883	980.712	-5.617	639.292	-776.143	-1.689	669.857	-217.415	70.514	568.074	-220.054	-19.426	621.338	-119.772	26.916	722.684	423.703	26.684	586.261	426.184	31.793	651.170	325.365	30.384	0.000	0.000	0.000	0.000	0.000	0.000
661.846	980.642	-5.659	639.262	-776.107	-1.628	669.895	-217.396	70.544	568.090	-220.173	-19.600	621.341	-119.731	26.789	722.682	423.650	26.618	586.244	426.190	31.839	651.267	325.434	30.539	0.000	0.000	0.000	0.000	0.000	0.000
661.901	980.635	-5.781	639.125	-776.123	-1.639	669.971	-217.362	70.509	568.399	-219.670	-19.582	621.398	-119.681	26.861	722.682	423.698	26.722	586.287	426.224	31.856	651.190	325.353	30.530	0.000	0.000	0.000	0.000	0.000	0.000
661.897	980.702	-5.719	639.258	-776.236	-1.678	669.896	-217.405	70.517	568.222	-219.592	-19.790	621.414	-119.667	26.810	722.611	423.668	26.695	586.207	426.188	31.803	651.258	325.457	30.499	0.000	0.000	0.000	0.000	0.000	0.000
661.846	980.683	-5.673	639.214	-776.163	-1.672	669.909	-217.359	70.573	568.438	-219.692	-19.668	621.479	-119.738	26.967	722.720	423.670	26.604	586.319	426.160	31.859	651.224	325.428	30.524	0.000	0.000	0.000	0.000	0.000	0.000
661.950	980.629	-5.830	639.128	-776.163	-1.624	669.902	-217.311	70.571	568.239	-219.786	-19.615	621.268	-119.809	26.952	722.650	423.671	26.594	586.261	426.269	31.776	651.248	325.375	30.609	0.000	0.000	0.000	0.000	0.000	0.000
661.806	980.722	-5.730	639.183	-776.138	-1.566	669.842	-217.342	70.578	568.175	-219.614	-19.598	621.304	-119.773	26.937	722.689	423.796	26.771	586.249	426.198	31.815	651.161	325.426	30.496	0.000	0.000	0.000	0.000	0.000	0.000
661.847	980.674	-5.693	639.140	-776.161	-1.684	669.869	-217.340	70.653	568.218	-220.252	-19.477	621.283	-119.845	27.073	722.625	423.626	26.661	586.297	426.225	31.822	651.176	325.379	30.480	0.000	0.000	0.000	0.000	0.000	0.000
661.855	980.721	-5.666	639.118	-776.121	-1.674	669.971	-217.358	70.567	568.186	-219.646	-19.757	621.431	-119.735	26.901	722.681	423.692	26.747	586.215	426.253	31.703	651.252	325.422	30.598	0.000	0.000	0.000	0.000	0.000	0.000
661.844	980.659	-5.786	639.165	-776.215	-1.583	669.932	-217.393	70.545	568.172	-220.346	-19.481	621.279	-119.744	26.764	722.651	423.535	26.572	586.272	426.171	31.879	651.127	325.429	30.497	0.000	0.000	0.000	0.000	0.000	0.000
661.897	980.730	-5.720	639.232	-776.139	-1.729	669.912	-217.351	70.458	568.257	-219.386	-19.582	621.281	-119.834	26.755	722.670	423.657	26.592	586.247	426.167	31.847	651.403	325.310	30.495	0.000	0.000	0.000	0.000	0.000	0.000
661.793	980.722	-5.722	639.293	-776.149	-1.712	669.922	-217.348	70.506	568.084	-219.955	-19.455	621.308	-119.773	27.007	722.670	423.696	26.584	586.219	426.175	31.862	651.444	325.333	30.483	0.000	0.000	0.000	0.000	0.000	0.000
661.817	980.664	-5.702	639.272	-776.174	-1.763	669.954	-217.407	70.461	568.287	-220.262	-19.398	621.371	-119.793	26.902	722.586	423.531	26.577	586.177	426.180	31.826	651.445	325.299	30.478	0.000	0.000	0.000	0.000	0.000	0.000
