NO_OF_FRAMES	1249
NO_OF_CAMERAS	12
NO_OF_MARKERS	4
FREQUENCY	250
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2013-02-07, 13:51:18	16434.05571016
DATA_INCLUDED	3D
MARKER_NAMES	pointer_handle	pointer_tip	pointer_ll	pointer_ls
-16.449	-9.218	272.887	-9.421	-6.849	84.853	-15.663	-61.280	337.274	-21.036	28.458	337.928
-16.452	-9.204	272.874	-9.428	-6.866	84.860	-15.673	-61.279	337.265	-21.049	28.464	337.947
0.000	0.000	0.000	-9.412	-6.845	84.866	-15.663	-61.292	337.273	-21.042	28.440	337.938
0.000	0.000	0.000	-9.418	-6.848	84.884	-15.645	-61.299	337.273	-21.116	28.529	337.861
0.000	0.000	0.000	-9.422	-6.852	84.884	-15.645	-61.305	337.302	-21.090	28.527	337.856
0.000	0.000	0.000	-9.381	-6.896	84.936	-15.633	-61.295	337.343	-21.076	28.455	337.852
0.000	0.000	0.000	-9.446	-7.071	85.072	-15.597	-61.503	337.445	-20.987	28.230	338.068
-14.876	-10.176	272.796	-9.113	-7.345	85.309	-15.215	-61.764	337.541	-20.844	28.106	338.231
-14.561	-9.763	272.831	-9.112	-7.390	85.301	-15.201	-61.802	337.565	-20.829	28.083	338.229
-15.619	-9.304	272.624	-9.356	-7.160	85.298	-15.594	-61.560	337.731	-21.072	28.284	338.243
-15.589	-10.007	273.060	-9.343	-7.214	85.345	-15.568	-61.564	337.789	-21.077	28.219	338.274
-15.620	-10.055	273.093	-9.449	-7.137	85.239	-15.431	-61.463	337.536	-21.128	28.289	338.167
-15.669	-9.995	273.048	-9.431	-7.153	85.222	-15.421	-61.467	337.539	-21.143	28.271	338.189
-15.677	-10.035	273.035	-9.374	-7.102	85.195	-15.402	-61.471	337.526	-21.079	28.189	338.175
-15.642	-10.049	272.972	-9.384	-7.124	85.173	-15.399	-61.499	337.516	-21.105	28.197	338.133
-15.696	-10.051	272.940	-9.403	-7.100	85.165	-15.443	-61.498	337.476	-21.087	28.202	338.122
-15.770	-10.041	272.842	-9.429	-7.093	85.101	-15.452	-61.473	337.438	-21.104	28.221	338.081
-16.671	-8.513	274.176	-9.432	-7.102	85.081	-15.451	-61.479	337.414	-21.127	28.213	338.066
-16.969	-9.705	273.530	-9.448	-7.065	85.033	-15.483	-61.460	337.394	-21.119	28.258	338.056
-16.988	-9.691	273.485	-9.452	-7.020	85.009	-15.471	-61.453	337.336	-21.142	28.245	338.018
-16.902	-9.283	273.277	-9.475	-7.038	85.005	-15.508	-61.397	337.351	-21.125	28.302	338.005
-16.892	-9.229	273.220	-9.555	-6.923	84.805	-15.525	-61.415	337.327	-21.135	28.302	337.976
-16.823	-9.229	273.038	-9.594	-6.915	84.839	-15.521	-61.383	337.299	-21.146	28.334	337.994
-16.837	-9.203	273.013	-9.570	-6.878	84.836	-15.499	-61.353	337.299	-21.106	28.358	337.990
-16.810	-9.212	273.047	-9.669	-7.099	84.953	-15.520	-61.377	337.307	-21.107	28.382	337.989
-16.806	-9.184	273.054	-9.632	-7.117	84.962	-15.502	-61.338	337.356	-21.105	28.370	338.016
-16.733	-9.157	273.066	-9.614	-7.143	85.032	-15.446	-61.328	337.360	-21.075	28.389	337.995
-16.722	-9.177	273.074	-9.590	-7.155	85.043	-15.434	-61.328	337.393	-21.019	28.377	338.036
-16.713	-9.159	273.122	-9.473	-7.193	85.086	-15.407	-61.332	337.410	-21.021	28.365	338.051
-16.299	-9.360	273.090	-9.475	-7.164	85.055	-15.371	-61.328	337.430	-20.981	28.389	338.103
-16.252	-9.336	273.125	-9.426	-7.206	85.120	-15.386	-61.307	337.481	-20.943	28.394	338.106
-16.242	-9.341	273.116	-9.358	-7.008	85.158	-15.338	-61.321	337.485	-20.921	28.384	338.094
-16.236	-9.327	273.190	-9.351	-7.026	85.177	-15.322	-61.310	337.535	-20.884	28.363	338.153
-16.234	-9.345	273.160	-9.353	-7.019	85.169	-15.307	-61.306	337.529	-20.898	28.401	338.142
-16.194	-9.321	273.210	-9.359	-7.039	85.183	-15.299	-61.313	337.532	-20.891	28.387	338.140
-16.172	-9.347	273.173	-9.338	-7.041	85.152	-15.272	-61.353	337.541	-20.847	28.373	338.140
-16.181	-9.402	273.173	-9.332	-7.024	85.152	-15.268	-61.389	337.494	-20.834	28.353	338.139
-16.148	-9.419	273.102	-9.332	-7.043	85.149	-15.280	-61.396	337.509	-20.828	28.339	338.125
-16.164	-9.391	273.133	-9.338	-7.023	85.096	-15.279	-61.392	337.505	-20.811	28.323	338.103
-16.208	-9.455	273.071	-9.352	-7.064	85.131	-15.244	-61.405	337.465	-20.822	28.316	338.054
-16.226	-9.469	273.082	-9.378	-7.040	85.085	-15.274	-61.412	337.438	-20.837	28.286	338.067
-16.228	-9.486	273.015	-9.370	-7.036	85.047	-15.260	-61.449	337.395	-20.843	28.319	338.059
-16.222	-9.457	273.010	-9.372	-7.036	85.028	-15.265	-61.415	337.417	-20.841	28.276	338.032
-16.212	-9.485	272.996	-9.388	-7.012	84.985	-15.281	-61.466	337.385	-20.845	28.293	337.999
-16.239	-9.482	272.986	-9.387	-7.038	84.958	-15.280	-61.457	337.374	-20.858	28.254	338.007
-16.246	-9.510	272.984	-9.402	-7.052	84.997	-15.272	-61.467	337.383	-20.868	28.284	338.025
-16.232	-9.500	272.968	-9.396	-7.040	84.985	-15.286	-61.488	337.407	-20.837	28.281	338.022
-16.224	-9.473	272.973	-9.395	-7.044	85.023	-15.295	-61.445	337.362	-20.867	28.281	338.011
-16.243	-9.440	272.981	-9.371	-7.031	85.022	-15.314	-61.451	337.375	-20.842	28.308	338.007
-16.231	-9.451	273.020	-9.349	-7.019	85.057	-15.289	-61.451	337.391	-20.830	28.345	338.008
-16.213	-9.419	273.007	-9.347	-7.047	85.075	-15.273	-61.395	337.396	-20.830	28.328	338.042
-16.172	-9.412	273.042	-9.337	-7.023	85.071	-15.273	-61.379	337.421	-20.805	28.328	338.041
-16.176	-9.393	273.096	-9.342	-7.050	85.091	-15.272	-61.413	337.436	-20.800	28.335	338.070
-16.170	-9.392	273.088	-9.365	-7.014	85.105	-15.249	-61.361	337.479	-20.826	28.351	338.088
-16.207	-9.394	273.095	-9.323	-7.030	85.148	-15.285	-61.348	337.481	-20.827	28.353	338.098
-16.204	-9.380	273.097	-9.348	-7.023	85.100	-15.284	-61.326	337.523	-20.843	28.373	338.093
-16.231	-9.344	273.147	-9.358	-7.028	85.124	-15.334	-61.326	337.534	-20.867	28.361	338.123
-16.234	-9.360	273.136	-9.373	-7.017	85.134	-15.367	-61.341	337.482	-20.858	28.401	338.123
-16.256	-9.360	273.134	-9.377	-7.018	85.134	-15.349	-61.327	337.488	-20.879	28.382	338.093
-16.260	-9.351	273.136	-9.391	-7.003	85.108	-15.405	-61.327	337.489	-20.880	28.404	338.105
-16.276	-9.324	273.117	-9.411	-6.996	85.117	-15.432	-61.324	337.486	-20.909	28.420	338.075
-16.298	-9.335	273.119	-9.405	-6.998	85.106	-15.493	-61.302	337.508	-20.912	28.418	338.098
-16.349	-9.312	273.082	-9.415	-6.986	85.082	-15.505	-61.324	337.469	-20.931	28.411	338.119
-16.386	-9.330	273.092	-9.406	-6.996	85.071	-15.535	-61.299	337.460	-20.946	28.422	338.099
-16.363	-9.306	273.044	-9.427	-7.008	85.079	-15.572	-61.299	337.458	-20.976	28.418	338.051
-16.403	-9.325	273.039	-9.453	-6.975	85.070	-15.578	-61.322	337.392	-21.007	28.396	338.073
-16.422	-9.340	273.011	-9.445	-6.964	85.051	-15.630	-61.355	337.404	-21.002	28.409	338.043
-16.445	-9.374	272.991	-9.471	-6.991	85.059	-15.638	-61.376	337.376	-21.047	28.368	338.041
-16.504	-9.412	272.982	-9.460	-6.994	85.052	-15.671	-61.402	337.402	-21.078	28.350	338.039
-16.518	-9.385	273.008	-9.458	-6.982	85.025	-15.680	-61.404	337.394	-21.098	28.319	338.026
-16.506	-9.431	273.031	-9.464	-7.016	85.049	-15.665	-61.440	337.359	-21.107	28.301	338.012
-16.534	-9.426	273.029	-9.480	-7.014	85.040	-15.708	-61.448	337.370	-21.129	28.280	338.005
-16.523	-9.471	273.006	-9.482	-7.037	85.050	-15.717	-61.486	337.417	-21.154	28.266	338.001
-16.517	-9.498	273.058	-9.487	-7.031	85.072	-15.752	-61.517	337.393	-21.178	28.228	338.017
-16.531	-9.502	273.028	-9.502	-7.062	85.061	-15.715	-61.480	337.412	-21.144	28.211	338.032
-16.557	-9.520	273.063	-9.469	-7.062	85.056	-15.781	-61.546	337.389	-21.186	28.164	338.060
-16.563	-9.535	273.083	-9.493	-7.070	85.073	-15.773	-61.564	337.419	-21.168	28.182	338.056
-16.564	-9.564	273.074	-9.483	-7.072	85.082	-15.790	-61.573	337.443	-21.197	28.160	338.041
-16.607	-9.532	273.072	-9.500	-7.057	85.074	-15.805	-61.557	337.439	-21.222	28.131	338.090
-16.618	-9.563	273.074	-9.496	-7.078	85.072	-15.802	-61.550	337.405	-21.206	28.151	338.084
-16.591	-9.558	273.096	-9.498	-7.068	85.087	-15.846	-61.567	337.463	-21.218	28.150	338.084
-16.650	-9.539	273.096	-9.517	-7.053	85.106	-15.854	-61.538	337.438	-21.256	28.152	338.102
-16.632	-9.511	273.085	-9.536	-7.034	85.083	-15.878	-61.547	337.436	-21.258	28.165	338.083
-16.647	-9.530	273.088	-9.532	-7.063	85.086	-15.887	-61.532	337.468	-21.268	28.180	338.111
-16.646	-9.491	273.073	-9.546	-7.049	85.109	-15.954	-61.525	337.461	-21.285	28.167	338.104
-16.651	-9.522	273.080	-9.520	-7.051	85.101	-15.924	-61.482	337.487	-21.276	28.173	338.102
-16.656	-9.478	273.103	-9.508	-7.046	85.132	-15.938	-61.479	337.460	-21.278	28.207	338.071
-16.682	-9.480	273.092	-9.504	-7.025	85.102	-15.944	-61.441	337.470	-21.272	28.271	338.083
-16.693	-9.469	273.124	-9.507	-7.033	85.132	-15.950	-61.437	337.467	-21.296	28.250	338.074
-16.714	-9.454	273.089	-9.531	-7.010	85.103	-15.967	-61.441	337.416	-21.326	28.274	338.041
-16.656	-9.426	273.052	-9.521	-7.013	85.075	-15.948	-61.436	337.422	-21.325	28.277	338.052
-16.688	-9.423	273.026	-9.554	-7.013	85.053	-15.986	-61.449	337.409	-21.323	28.266	338.038
-16.736	-9.411	273.028	-9.528	-7.005	85.085	-15.974	-61.409	337.404	-21.342	28.311	338.042
-16.731	-9.407	273.041	-9.563	-6.999	85.054	-16.011	-61.435	337.407	-21.376	28.301	338.015
-16.756	-9.407	273.016	-9.562	-7.007	85.058	-16.009	-61.402	337.381	-21.399	28.292	338.020
-16.772	-9.379	273.028	-9.553	-6.986	85.055	-16.069	-61.419	337.382	-21.397	28.298	338.034
-16.757	-9.403	272.984	-9.592	-6.986	85.014	-16.041	-61.441	337.356	-21.390	28.312	338.036
-16.796	-9.384	273.005	-9.583	-6.980	85.008	-16.060	-61.415	337.382	-21.406	28.310	338.009
-16.819	-9.425	273.032	-9.582	-6.965	85.010	-16.048	-61.415	337.369	-21.419	28.299	338.009
-16.807	-9.413	273.071	-9.576	-6.997	85.002	-16.056	-61.412	337.387	-21.431	28.299	338.023
-16.846	-9.440	273.034	-9.606	-7.011	85.025	-16.070	-61.430	337.370	-21.444	28.294	338.022
-16.827	-9.436	273.053	-9.602	-7.004	85.034	-16.070	-61.415	337.415	-21.444	28.273	338.039
-16.852	-9.417	273.036	-9.597	-6.988	85.030	-16.117	-61.412	337.410	-21.455	28.289	338.031
-16.843	-9.393	273.064	-9.606	-6.997	85.037	-16.133	-61.377	337.417	-21.454	28.361	338.030
-16.832	-9.390	273.076	-9.607	-6.979	85.063	-16.164	-61.361	337.444	-21.471	28.348	338.019
-16.887	-9.393	273.100	-9.591	-6.969	85.046	-16.147	-61.389	337.442	-21.470	28.360	338.057
-16.875	-9.357	273.077	-9.605	-6.950	85.075	-16.149	-61.358	337.472	-21.501	28.337	338.050
-16.869	-9.345	273.091	-9.601	-6.992	85.093	-16.137	-61.349	337.439	-21.458	28.369	338.055
-16.847	-9.388	273.125	-9.596	-6.976	85.086	-16.140	-61.355	337.456	-21.470	28.315	338.071
-16.838	-9.399	273.065	-9.568	-6.976	85.112	-16.167	-61.394	337.470	-21.482	28.322	338.070
-16.833	-9.415	273.120	-9.583	-6.996	85.092	-16.131	-61.427	337.469	-21.481	28.295	338.071
-16.868	-9.447	273.063	-9.582	-7.039	85.113	-16.152	-61.466	337.468	-21.503	28.288	338.055
-16.861	-9.477	273.059	-9.583	-7.039	85.109	-16.139	-61.457	337.458	-21.533	28.250	338.048
-16.877	-9.492	273.105	-9.609	-7.009	85.070	-16.167	-61.478	337.439	-21.546	28.231	338.054
-16.922	-9.464	273.058	-9.590	-7.032	85.081	-16.156	-61.510	337.440	-21.570	28.216	338.028
-16.956	-9.486	273.009	-9.616	-7.044	85.060	-16.187	-61.479	337.422	-21.609	28.208	338.025
-16.964	-9.496	273.039	-9.623	-7.041	85.006	-16.207	-61.538	337.412	-21.599	28.205	338.022
-16.962	-9.537	273.020	-9.649	-7.035	84.995	-16.246	-61.541	337.369	-21.625	28.178	337.996
